name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Wagon R LXI,2009.0,180000,30375.0,Petrol,Dealer,Manual,First Owner
Renault KWID Climber 1.0 AMT BSIV,2017.0,350000,7658.0,Petrol,Dealer,Automatic,First Owner
Maruti Swift Dzire VDI,2017.0,611000,34400.0,Diesel,Dealer,Manual,First Owner
Renault KWID RXL BSIV,2017.0,325000,18500.0,Petrol,Dealer,Manual,First Owner
Maruti Alto VXi,2015.0,280000,26134.0,Petrol,Dealer,Manual,First Owner
Maruti Wagon R AMT VXI,2014.0,300000,28942.0,Petrol,Dealer,Automatic,First Owner
Mahindra XUV500 W8 2WD,2012.0,711000,53600.0,Diesel,Dealer,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,851000,53652.0,Diesel,Dealer,Manual,First Owner
Maruti Ritz VDi,2011.0,260000,52895.0,Diesel,Dealer,Manual,First Owner
Hyundai Verna SX Diesel,2013.0,550000,42324.0,Diesel,Dealer,Manual,Second Owner
Mahindra XUV500 W10 1.99 mHawk,2016.0,1044999,65000.0,Diesel,Dealer,Manual,First Owner
Mahindra Scorpio EX,2012.0,550000,60236.0,Diesel,Dealer,Manual,First Owner
Maruti Wagon R VXI BS IV,2014.0,210000,,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2014.0,210000,70000.0,Petrol,Individual,Manual,Third Owner
Mahindra Xylo E8,2009.0,290000,100000.0,Diesel,Individual,Manual,Second Owner
Fiat 500 Lounge,2008.0,250999,110000.0,Diesel,Individual,Manual,First Owner
Renault Triber RXT BSIV,2019.0,600000,10300.0,Petrol,Individual,Manual,First Owner
Fiat Grande Punto EVO 1.3 Active,2014.0,270000,,Diesel,Individual,Manual,Second Owner
Tata New Safari 4X4 EX,2012.0,550000,142000.0,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 mHAWK100 T8,2017.0,800000,25000.0,Diesel,Individual,Manual,First Owner
Tata Altroz XE,2020.0,500000,,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX,2016.0,535000,52600.0,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016.0,396000,28643.0,Petrol,Dealer,Manual,First Owner
Honda City i DTEC VX,2014.0,600000,50000.0,Diesel,Individual,Manual,First Owner
Maruti Wagon R ZXI 1.2,2019.0,575000,30000.0,Petrol,Dealer,Manual,First Owner
Hyundai Santro Sportz BSIV,2020.0,520000,5000.0,Petrol,Individual,Manual,First Owner
Mahindra XUV500 AT W10 FWD,2018.0,1400000,30000.0,Diesel,Individual,Automatic,First Owner
Maruti Baleno Delta Automatic,2018.0,600000,7600.0,Petrol,Individual,Automatic,
Chevrolet Beat Diesel LS,2013.0,195000,47253.0,,Dealer,Manual,First Owner
Maruti Alto K10 VXI AGS,2015.0,281000,4432.0,Petrol,Dealer,Automatic,Second Owner
Tata Indica GLS BS IV,2010.0,75000,110000.0,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,2014.0,400000,25000.0,Petrol,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2009.0,93000,70000.0,Diesel,Individual,Manual,Second Owner
Hyundai i20 Active S Petrol,2016.0,560000,68523.0,,Dealer,Manual,First Owner
Hyundai EON 1.0 Era Plus,2019.0,400000,5000.0,Petrol,Individual,Manual,First Owner
Tata Tigor 1.2 Revotron XT,2018.0,459999,40000.0,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 CRDi E,2017.0,450000,43000.0,Diesel,Individual,Manual,First Owner
Maruti Alto Green LXi (CNG),2010.0,88000,,CNG,Dealer,Manual,Second Owner
Hyundai i20 1.2 Era,2010.0,250000,34500.0,Petrol,Individual,Manual,Second Owner
Ford Ikon 1.4 ZXi,2000.0,22000,42743.0,Petrol,Dealer,Manual,Third Owner
Chevrolet Beat Diesel LS,2013.0,130000,93900.0,Diesel,Individual,Manual,Second Owner
Maruti Zen VXi - BS III,2004.0,79000,80000.0,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2012.0,120000,110000.0,Diesel,Individual,Manual,First Owner
BMW 7 Series 730Ld,2011.0,1700000,100000.0,Diesel,Individual,Automatic,Second Owner
Chevrolet Optra Magnum 2.0 LT,2012.0,300000,25000.0,Diesel,Individual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LT,2012.0,300000,25000.0,Diesel,Individual,Manual,First Owner
Maruti A-Star Lxi,2009.0,145000,25000.0,Petrol,Individual,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2019.0,3200000,20000.0,Diesel,Individual,Automatic,First Owner
Chevrolet Spark 1.0 LT,2013.0,240000,10000.0,Petrol,Individual,Manual,First Owner
Honda WR-V i-DTEC VX,2018.0,700000,,Diesel,Individual,Manual,First Owner
Hyundai Accent GLX,2010.0,145000,110000.0,Petrol,Individual,Manual,Second Owner
Maruti Ertiga VDI Limited Edition,2014.0,535000,80000.0,Diesel,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2 Plus,2016.0,420000,21000.0,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2016.0,350000,20000.0,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015.0,550000,32000.0,Diesel,Individual,Manual,First Owner
Mitsubishi Montero 3.2 MT,2007.0,750000,180000.0,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012.0,198000,70000.0,Diesel,Individual,Manual,Second Owner
Hyundai i20 Magna Optional 1.4 CRDi,2013.0,420000,50000.0,Diesel,Individual,Manual,First Owner
Hyundai i20 Magna Optional 1.4 CRDi,2013.0,420000,50000.0,Diesel,Individual,Manual,First Owner
Ford Endeavour 4x2 XLT,2004.0,195000,120000.0,Diesel,Individual,Manual,First Owner
Hyundai EON Sportz,2012.0,150000,55766.0,Petrol,,Manual,Second Owner
Nissan Micra XL,2011.0,275000,40000.0,Petrol,Individual,Manual,Second Owner
Maruti 800 Std,2001.0,65000,60000.0,Petrol,Individual,Manual,Third Owner
Maruti Swift LXi BSIV,2008.0,200000,50000.0,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDi,2010.0,250000,110000.0,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2013.0,450000,1000.0,Diesel,Dealer,Manual,Second Owner
Maruti Ignis 1.3 Delta,2018.0,590000,26350.0,Diesel,Dealer,Manual,First Owner
Maruti SX4 Vxi BSIV,2012.0,225000,110000.0,Petrol,Individual,Manual,Second Owner
Tata Indigo CS LX (TDI) BS-III,2015.0,225000,68745.0,Diesel,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2006.0,165000,132000.0,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus SLX,2019.0,860000,35000.0,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2016.0,900000,47000.0,Diesel,Individual,Manual,First Owner
Tata Indigo TDI,2013.0,182000,100000.0,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2010.0,100000,80000.0,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XL eRLX Euro III,2006.0,100000,40000.0,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI AGS,2017.0,375000,27289.0,Petrol,Dealer,Automatic,First Owner
Tata Tiago XZA AMT,2018.0,525000,10980.0,Petrol,Dealer,Automatic,First Owner
Hyundai EON Era Plus,2016.0,320000,24662.0,Petrol,,Manual,First Owner
Maruti Swift Dzire VDI,2013.0,525000,37000.0,Diesel,Dealer,Manual,First Owner
Nissan Evalia XV,2014.0,650000,28245.0,Diesel,,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Sportz Option,2017.0,575000,27005.0,Diesel,Dealer,Manual,First Owner
Hyundai i10 Magna,2014.0,355000,39227.0,Petrol,Dealer,Manual,First Owner
Mahindra KUV 100 D75 K4 Plus 5Str,2016.0,470000,31367.0,Diesel,Dealer,Manual,First Owner
Maruti Wagon R LXI,2008.0,221000,35008.0,Petrol,Dealer,Manual,First Owner
Hyundai Santro Xing GLS,2009.0,195000,27005.0,Petrol,Dealer,Manual,First Owner
Maruti Zen VX,2001.0,85000,86000.0,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,2013.0,400000,50000.0,Diesel,Individual,Manual,First Owner
Maruti Baleno Delta 1.3,2017.0,650000,20000.0,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2,2010.0,400000,50000.0,Petrol,Individual,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2012.0,295000,80000.0,Diesel,Individual,Manual,Second Owner
Maruti Omni LPG STD BSIV,2006.0,60000,135000.0,LPG,Individual,Manual,Fourth & Above Owner
Maruti Zen D PS,2003.0,110000,,Diesel,Individual,Manual,Third Owner
Fiat Linea 1.3 Multijet Emotion,2015.0,550000,113600.0,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2008.0,190000,70000.0,Petrol,Individual,Manual,Third Owner
Ford Aspire Titanium Plus Diesel BSIV,2018.0,861999,20000.0,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium Plus BSIV,2018.0,782000,14000.0,Petrol,Dealer,Manual,First Owner
Ford Freestyle Titanium Plus Diesel BSIV,2018.0,836000,26000.0,Diesel,Dealer,Manual,First Owner
Honda City i VTEC V,2016.0,696000,138925.0,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,,596000,121764.0,Diesel,Dealer,Manual,First Owner
Honda Jazz 1.2 VX i VTEC,2016.0,612000,105429.0,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 LXI,2015.0,114999,35000.0,Petrol,Individual,Manual,First Owner
Tata Bolt Quadrajet XE,2017.0,340000,60000.0,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI Plus,2020.0,550000,5000.0,Petrol,Individual,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LT,2008.0,114999,70000.0,Petrol,Individual,Manual,Third Owner
Maruti Wagon R VXI,2000.0,105000,80000.0,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi,2019.0,890000,20000.0,Diesel,Individual,Manual,First Owner
Tata Nexon 1.2 Revotron XZ Plus,2019.0,715000,8000.0,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta (o),,525000,54000.0,Petrol,Dealer,Manual,
Volkswagen Jetta 2.0L TDI Highline AT,2012.0,735000,55300.0,Diesel,,Automatic,First Owner
Honda Amaze S i-VTEC,2016.0,495000,11958.0,Petrol,Dealer,Manual,First Owner
Hyundai Creta 1.6 SX Option,2017.0,1025000,9000.0,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 W8 2WD,2015.0,750000,70000.0,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2013.0,600000,120000.0,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.2,2014.0,475000,23122.0,Petrol,Dealer,Manual,Second Owner
Hyundai Santro Xing XO,2007.0,80000,58000.0,Petrol,Dealer,Manual,Second Owner
Mahindra Bolero 2011-2019 SLE,2013.0,325000,62200.0,Diesel,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2014.0,1470000,34000.0,Diesel,Dealer,Automatic,Second Owner
Fiat Avventura MULTIJET Emotion,2015.0,350000,53000.0,Diesel,Individual,Manual,Second Owner
Audi A8 4.2 TDI,2013.0,2800000,49000.0,,Dealer,Automatic,First Owner
Datsun RediGO 1.0 S,2017.0,210000,15000.0,Petrol,Dealer,Manual,Second Owner
Chevrolet Cruze LT,2012.0,349000,44500.0,Diesel,Dealer,Manual,Second Owner
Volkswagen Jetta 1.4 TSI Comfortline,2013.0,450000,50000.0,Petrol,Individual,Manual,First Owner
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013.0,1150000,53000.0,Diesel,Dealer,Automatic,First Owner
Honda Civic 1.8 V AT,2009.0,210000,63500.0,Petrol,Dealer,Automatic,First Owner
Mercedes-Benz E-Class Exclusive E 200 BSIV,2018.0,4500000,9800.0,Petrol,Dealer,Automatic,First Owner
Volkswagen Polo GTI,2017.0,825000,13599.0,Petrol,Dealer,Automatic,First Owner
BMW X1 sDrive 20d xLine,2017.0,2750000,13000.0,Diesel,Individual,Automatic,First Owner
Chevrolet Beat Diesel,2012.0,160000,110000.0,Diesel,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIV,2014.0,550000,100000.0,Diesel,Individual,Manual,Second Owner
Maruti Swift 1.3 VXI ABS,2006.0,95000,110000.0,Petrol,Individual,Manual,Third Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2014.0,725000,90000.0,Diesel,Individual,Manual,Second Owner
Tata Tigor 1.2 Revotron XZ Option,2019.0,670000,17000.0,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2008.0,65000,140000.0,Petrol,Individual,Manual,First Owner
Mahindra Xylo D4,2015.0,500000,50000.0,Diesel,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K8 5str,2017.0,600000,53000.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,2017.0,350000,70000.0,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2012.0,200000,70000.0,Diesel,Individual,Manual,Second Owner
Hyundai Getz 1.5 CRDi GVS,2008.0,110000,154000.0,Diesel,Individual,Manual,Third Owner
Hyundai EON Sportz,2012.0,150000,80000.0,Petrol,Individual,Manual,First Owner
Maruti Zen D PS,2003.0,75000,110000.0,Diesel,Individual,Manual,Second Owner
Honda Amaze EX i-Dtech,2013.0,350000,90000.0,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018.0,1700000,15000.0,,Individual,Manual,First Owner
BMW X1 sDrive20d,2011.0,890000,86000.0,Diesel,Individual,Automatic,Second Owner
Mahindra Scorpio M2DI,2014.0,500000,120000.0,Diesel,Individual,Manual,First Owner
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019.0,600000,5200.0,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,2010.0,99000,60000.0,Petrol,Individual,Manual,Second Owner
Hyundai i10 Era 1.1 iTech SE,2011.0,235000,46000.0,Petrol,Individual,Manual,First Owner
Tata Indigo GLX,2006.0,75000,40000.0,Petrol,Individual,Manual,Second Owner
Honda City i DTEC VX,2014.0,600000,90000.0,Diesel,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 SX,2019.0,1000000,,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,2012.0,390000,90000.0,,Individual,Manual,First Owner
Volkswagen Polo 1.5 TDI Highline,2015.0,600000,70000.0,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,2017.0,600000,70000.0,Petrol,Individual,Manual,Second Owner
Hyundai Elite i20 Magna Plus Diesel,2019.0,730000,35000.0,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017.0,450000,12700.0,Petrol,Individual,Automatic,First Owner
Maruti Ritz LDi,2011.0,250000,80000.0,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W10 2WD,2018.0,1400000,20000.0,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018.0,300000,20000.0,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Petrol Titanium BSIV,2017.0,800000,19000.0,Petrol,Individual,Manual,First Owner
Fiat Grande Punto Active (Diesel),2009.0,125000,95000.0,Diesel,Individual,Manual,Second Owner
BMW X1 sDrive 20d xLine,2019.0,2600000,9500.0,Diesel,Individual,Automatic,First Owner
Skoda Fabia 1.2 MPI Ambition Plus,2012.0,300000,50000.0,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012.0,295000,90000.0,Diesel,Individual,Manual,
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013.0,650000,45839.0,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo 1.4 LS,2010.0,200000,,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LS,2009.0,130000,87293.0,Petrol,Dealer,Manual,First Owner
Ford Figo Diesel EXI,2012.0,250000,156040.0,Diesel,Dealer,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2004.0,400000,93415.0,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium BSIV,2017.0,430000,101159.0,Petrol,Dealer,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus,2015.0,170000,80000.0,Petrol,Individual,Manual,Second Owner
Tata Tiago 2019-2020 XZ,2019.0,450000,12000.0,Petrol,Individual,Manual,First Owner
Maruti Swift ZXI,2013.0,350000,90000.0,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LT,2011.0,130000,68519.0,Petrol,Dealer,Manual,First Owner
Chevrolet Beat Diesel LS,2012.0,180000,55130.0,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014.0,475000,65239.0,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 1.2 MPI Comfortline,2015.0,470000,58182.0,Petrol,Dealer,Manual,First Owner
Ford Fiesta Diesel Trend,2012.0,200000,91245.0,Diesel,Dealer,Manual,First Owner
Mahindra XUV500 W8 2WD,2013.0,650000,102989.0,Diesel,Dealer,Manual,First Owner
Honda City 1.5 E MT,2010.0,400000,50000.0,Petrol,Individual,Manual,First Owner
Maruti Zen VXI,2000.0,100000,120000.0,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014.0,409999,90000.0,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2018.0,640000,25000.0,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2007.0,160000,80000.0,Petrol,Individual,Manual,Second Owner
Tata Indigo TDI,2013.0,182000,100000.0,Diesel,Individual,Manual,First Owner
Maruti Baleno Zeta 1.3,2018.0,750000,70000.0,Diesel,Individual,Manual,First Owner
Mahindra Jeep MM 550 XDB,2002.0,150000,50000.0,Diesel,Individual,Manual,Third Owner
Maruti Alto STD,2008.0,80000,100000.0,Petrol,,Manual,Second Owner
Maruti Celerio VDi,2016.0,240000,90000.0,Diesel,Individual,Manual,Third Owner
Maruti Esteem Lxi,2005.0,60000,60000.0,Petrol,Individual,Manual,Third Owner
Maruti Alto LX,2007.0,70000,120000.0,Petrol,Individual,Manual,Third Owner
Volkswagen Jetta 1.9 Highline TDI,2008.0,285000,90000.0,Diesel,Individual,Automatic,Second Owner
Maruti Swift VDI BSIV,2015.0,350000,60000.0,Diesel,Individual,Manual,Second Owner
Hyundai i20 Active 1.4 SX with AVN,2015.0,699000,30000.0,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,2011.0,275000,108000.0,Diesel,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Magna,2012.0,350000,160000.0,Diesel,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2006.0,135000,90000.0,Petrol,Individual,Manual,Third Owner
Mahindra Xylo E4 8S,2010.0,325000,120000.0,Diesel,Individual,Manual,Third Owner
Mahindra XUV500 W8 2WD,2012.0,650000,102000.0,Diesel,Individual,Manual,Second Owner
Mahindra Bolero SLE,2009.0,300000,178000.0,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014.0,1200000,200000.0,Diesel,Individual,Manual,Second Owner
Ford Fiesta Petrol Trend,2012.0,450000,60000.0,Petrol,Dealer,Manual,First Owner
Tata Tiago 1.2 Revotron XE,2019.0,425000,3000.0,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2006.0,150000,75118.0,Petrol,Individual,Manual,Second Owner
Maruti Ritz LDi,2013.0,290000,,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 Kappa Base,2014.0,335000,60000.0,Petrol,Individual,Manual,Second Owner
Chevrolet Optra 1.6,2006.0,120000,79000.0,Petrol,Dealer,Manual,Fourth & Above Owner
Ford Ikon 1.6 ZXI NXt,2005.0,20000,25000.0,Petrol,Individual,Manual,Second Owner
Hyundai Getz GLS,2005.0,250000,,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GL Plus,2008.0,120000,,Petrol,Individual,Manual,Second Owner
Maruti SX4 Vxi BSIV,2010.0,250000,70000.0,Petrol,Individual,Manual,First Owner
Tata Indigo LS,2012.0,220000,70000.0,Diesel,Individual,Manual,Second Owner
Ford Ikon 1.3 Flair,2005.0,61000,4637.0,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,2016.0,620000,70000.0,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire LDIX Limited Edition,2014.0,425000,100000.0,Diesel,Individual,Manual,
Tata Indica Vista Aqua 1.3 Quadrajet,2009.0,85000,120000.0,Diesel,Individual,Manual,Second Owner
Maruti Swift 1.3 DLX,2015.0,270000,40000.0,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2009.0,180000,220000.0,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018.0,300000,20000.0,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Petrol Titanium BSIV,2017.0,800000,19000.0,Petrol,Individual,Manual,First Owner
Fiat Grande Punto Active (Diesel),2009.0,125000,95000.0,Diesel,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2,2017.0,450000,30000.0,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 VX 4x4,2012.0,450000,42655.0,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXL,2017.0,250000,43000.0,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 VX 8 STR BSIV,2012.0,725000,70000.0,Diesel,Individual,Manual,First Owner
Hyundai i20 Magna,2010.0,250000,55000.0,Petrol,Individual,Manual,First Owner
Fiat Punto 1.3 Active,2010.0,99000,80000.0,Diesel,Individual,Manual,Second Owner
Renault KWID 1.0,2017.0,350000,55000.0,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 VTVT E Plus,2018.0,511000,70000.0,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2012.0,300000,80000.0,Diesel,Individual,Manual,First Owner
Audi Q5 2.0 TFSI Quattro,2010.0,1100000,110000.0,Petrol,Individual,Automatic,First Owner
Hyundai i10 Sportz 1.2,2010.0,125000,60000.0,Petrol,Individual,Manual,Third Owner
Tata Tiago 1.2 Revotron XZ,2018.0,500000,30000.0,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013.0,385000,80000.0,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI Elegance,2012.0,350000,,Petrol,Individual,Manual,First Owner
Maruti 800 Std BSIII,2003.0,60000,50000.0,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2012.0,300000,50000.0,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Asta,2012.0,400000,70000.0,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,550000,110000.0,Diesel,Individual,Manual,First Owner
Nissan Sunny XL,2012.0,300000,80000.0,Petrol,Individual,Manual,Second Owner
Maruti Swift VDI,2012.0,250000,156000.0,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 GX 7 STR,2012.0,800000,180000.0,Diesel,Individual,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2018.0,300000,25000.0,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2004.0,80000,120000.0,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S5 BSIV,2020.0,1200000,11000.0,Diesel,Individual,Manual,First Owner
Renault KWID AMT,2017.0,355000,40000.0,Petrol,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,2015.0,520000,50000.0,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI,2012.0,500000,26000.0,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,2008.0,114999,30000.0,Petrol,,Manual,First Owner
Toyota Fortuner 4x2 Manual,2014.0,1800000,,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T6 Plus,2018.0,800000,20000.0,Diesel,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2008.0,105000,30000.0,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2011.0,135000,78000.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2011.0,170000,40000.0,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX VTVT,2014.0,550000,100000.0,Petrol,Individual,Manual,First Owner
Honda City 1.5 V MT,2009.0,250000,70000.0,Petrol,Individual,Manual,Third Owner
Hyundai Elantra CRDi SX,2014.0,650000,30000.0,Diesel,Individual,Manual,Second Owner
Honda City 1.5 V AT Exclusive,2008.0,210000,77000.0,Petrol,Individual,Automatic,Third Owner
Volkswagen Vento Diesel Highline,2011.0,260000,150000.0,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire ZDI,2016.0,750000,69000.0,Diesel,Individual,Manual,
Toyota Innova Crysta 2.8 GX AT BSIV,2016.0,1350000,120000.0,Diesel,Individual,Automatic,First Owner
Maruti Ritz VDi,2012.0,220000,120000.0,Diesel,Individual,Manual,Second Owner
Hyundai Getz 1.3 GLS,2008.0,110000,110000.0,Petrol,Individual,Manual,Second Owner
Mahindra XUV500 AT W8 FWD,2017.0,1230000,70000.0,Diesel,Individual,Automatic,First Owner
Mahindra Quanto C6,2013.0,220000,110000.0,Diesel,Individual,Manual,First Owner
Tata Indigo LX Dicor,2009.0,130000,50000.0,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Magna,2012.0,330000,44000.0,Petrol,Individual,Manual,First Owner
Honda City 1.5 S MT,2010.0,254999,90000.0,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX VTVT (O),2014.0,600000,50000.0,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna,2012.0,210000,50000.0,Petrol,Individual,Manual,First Owner
Chevrolet Enjoy TCDi LT 7 Seater,2014.0,300000,146000.0,Diesel,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XTA,2018.0,426000,15000.0,Petrol,Individual,Automatic,First Owner
Maruti Alto K10 VXI,2015.0,265000,60000.0,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.2 Kappa SX,2016.0,450000,35000.0,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,2012.0,480000,80000.0,Diesel,Individual,Manual,First Owner
Tata Nano Lx,2010.0,40000,90000.0,Petrol,Individual,Manual,First Owner
Honda City 1.5 S MT,2011.0,395000,70000.0,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2013.0,229999,62000.0,Petrol,Individual,Manual,Second Owner
Ford Ecosport 1.5 Petrol Titanium Plus AT,2018.0,875000,10000.0,Petrol,Individual,Automatic,First Owner
Maruti Eeco 5 STR With AC Plus HTR CNG,2010.0,170000,80000.0,CNG,Individual,Manual,Fourth & Above Owner
Hyundai i20 Sportz 1.2,2015.0,500000,35000.0,Petrol,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2013.0,450000,1000.0,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,2018.0,3800000,10000.0,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,2013.0,1580000,86000.0,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019.0,4950000,30000.0,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016.0,535000,52600.0,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012.0,225000,110000.0,Petrol,Individual,Manual,Second Owner
